Sample,Family,Genus,Species,Count,Length
9AR1-1,Serranidae,Epinephelides,armatus,1,234.0009
9AR1-1,Heterodontidae,Heterodontus,portusjacksoni,1,610.8396
9AR1-1,Kyphosidae,Kyphosus,cornelii,1,135.7163
9AR1-1,Kyphosidae,Kyphosus,cornelii,2,106.8556
9AR1-1,Kyphosidae,Kyphosus,cornelii,3,136.0946
9AR1-1,Kyphosidae,Kyphosus,cornelii,4,137.5154
9AR1-1,Kyphosidae,Kyphosus,cornelii,5,148.3928
9AR1-1,Kyphosidae,Kyphosus,cornelii,6,148.4075
9AR1-1,Kyphosidae,Kyphosus,cornelii,7,165.8781
9AR1-1,Kyphosidae,Kyphosus,cornelii,8,149.8964
9AR1-1,Kyphosidae,Kyphosus,cornelii,9,136.653
9AR1-1,Kyphosidae,Kyphosus,cornelii,10,159.1763
9AR1-1,Kyphosidae,Kyphosus,cornelii,1,166.3461
9AR1-1,Kyphosidae,Kyphosus,cornelii,2,167.1318
9AR1-1,Kyphosidae,Kyphosus,cornelii,3,138.4234
9AR1-1,Kyphosidae,Kyphosus,cornelii,4,146.6018
9AR1-1,Kyphosidae,Kyphosus,cornelii,5,164.7763
9AR1-1,Kyphosidae,Kyphosus,cornelii,6,146.0879
9AR1-1,Kyphosidae,Kyphosus,cornelii,7,153.8596
9AR1-1,Kyphosidae,Kyphosus,cornelii,1,146.1879
9AR1-1,Kyphosidae,Kyphosus,cornelii,2,152.3756
9AR1-1,Kyphosidae,Kyphosus,cornelii,1,163.6751
9AR1-1,Kyphosidae,Kyphosus,cornelii,1,155.6653
9AR1-1,Kyphosidae,Kyphosus,sydneyanus,1,518.2879
9AR1-1,Scorpididae,Neatypus,obliquus,1,91.5812
9AR1-1,Scorpididae,Neatypus,obliquus,2,106.5805
9AR1-1,Scorpididae,Neatypus,obliquus,3,144.0571
9AR1-1,Scorpididae,Neatypus,obliquus,1,152.3507
9AR1-1,Scorpididae,Neatypus,obliquus,2,165.585
9AR1-1,Scorpididae,Neatypus,obliquus,3,508.5411
9AR1-1,Scorpididae,Neatypus,obliquus,4,118.0754
9AR1-1,Scorpididae,Neatypus,obliquus,1,115.6533
9AR1-1,Scorpididae,Neatypus,obliquus,2,99.4528
9AR1-1,Labridae,Notolabrus,parilus,1,331.24
9AR1-1,Labridae,Notolabrus,parilus,1,283.4306
9AR1-1,Labridae,Ophthalmolepis,lineolatus,1,232.0635
9AR1-1,Labridae,Ophthalmolepis,lineolatus,1,224.2164
9AR1-1,Labridae,Ophthalmolepis,lineolatus,1,228.6236
9AR1-1,Pomacentridae,Parma,mccullochi,1,192.8405
9AR1-1,Carangidae,Pseudocaranx,spp,1,222.629
9AR1-1,Carangidae,Pseudocaranx,spp,1,274.7074
9AR1-1,Carangidae,Pseudocaranx,spp,1,225.7545
9AR1-1,Carangidae,Pseudocaranx,spp,1,202.7893
9AR1-1,Carangidae,Seriola,hippos,1,1130.2505
9AR1-2,Labridae,Coris,auricularis,1,87.38
9AR1-2,Labridae,Coris,auricularis,1,307.7665
9AR1-2,Labridae,Coris,auricularis,1,61.3868
9AR1-2,Labridae,Coris,auricularis,1,201.8872
9AR1-2,Serranidae,Epinephelides,armatus,1,206.2612
9AR1-2,Kyphosidae,Kyphosus,sydneyanus,1,639.3597
9AR1-2,Monacanthidae,Meuschenia,hippocrepis,1,320.0551
9AR1-2,Monacanthidae,Meuschenia,hippocrepis,1,298.3609
9AR1-2,Labridae,Notolabrus,parilus,1,346.4192
9AR1-2,Odacidae,Odax,cyanomelas,1,251.6478
9AR1-2,Labridae,Ophthalmolepis,lineolatus,1,199.279
9AR1-2,Labridae,Ophthalmolepis,lineolatus,2,221.3492
9AR1-2,Labridae,Ophthalmolepis,lineolatus,1,215.6591
9AR1-2,Pomacentridae,Parma,mccullochi,1,199.5567
9AR1-2,Pomacentridae,Parma,mccullochi,1,199.3625
9AR1-2,Pomacentridae,Parma,mccullochi,1,205.0002
9AR1-2,Pomacentridae,Parma,mccullochi,1,200.81
9AR1-2,Carangidae,Pseudocaranx,spp,1,264.2565
9AR1-2,Carangidae,Pseudocaranx,spp,1,296.3321
9AR1-2,Carangidae,Pseudocaranx,spp,1,296.7923
9AR1-2,Carangidae,Pseudocaranx,spp,2,258.367
9AR1-2,Carangidae,Pseudocaranx,spp,1,307.336
9AR1-2,Carangidae,Pseudocaranx,spp,1,332.6483
9AR1-2,Scorpididae,Scorpis,georgiana,1,350.7146
9AR1-2,Sillaginidae,Sillaginodes,punctata,1,514.5616
9AR1-2,Sillaginidae,Sillaginodes,punctata,1,429.3296
9AR1-3,Labridae,Coris,auricularis,1,98.2916
9AR1-3,Labridae,Coris,auricularis,2,193.5237
9AR1-3,Labridae,Coris,auricularis,1,227.3049
9AR1-3,Labridae,Coris,auricularis,1,106.5573
9AR1-3,Labridae,Coris,auricularis,2,173.7649
9AR1-3,Labridae,Coris,auricularis,3,77.5422
9AR1-3,Labridae,Coris,auricularis,4,87.6222
9AR1-3,Labridae,Coris,auricularis,5,83.3698
9AR1-3,Labridae,Coris,auricularis,1,131.9754
9AR1-3,Labridae,Coris,auricularis,1,226.6937
9AR1-3,Labridae,Coris,auricularis,2,76.202
9AR1-3,Labridae,Coris,auricularis,3,168.6648
9AR1-3,Dinolestidae,Dinolestes,lewini,1,160.2451
9AR1-3,Dinolestidae,Dinolestes,lewini,1,202.7946
9AR1-3,Dinolestidae,Dinolestes,lewini,1,159.1832
9AR1-3,Dinolestidae,Dinolestes,lewini,1,158.1618
9AR1-3,Dinolestidae,Dinolestes,lewini,1,141.3357
9AR1-3,Dinolestidae,Dinolestes,lewini,1,183.3101
9AR1-3,Dinolestidae,Dinolestes,lewini,1,181.8343
9AR1-3,Dinolestidae,Dinolestes,lewini,1,180.8523
9AR1-3,Kyphosidae,Kyphosus,sydneyanus,1,576.3127
9AR1-3,Labridae,Notolabrus,parilus,1,150.702
9AR1-3,Labridae,Ophthalmolepis,lineolatus,1,235.6891
9AR1-3,Labridae,Ophthalmolepis,lineolatus,1,133.4325
9AR1-3,Labridae,Ophthalmolepis,lineolatus,1,231.2201
9AR1-3,Carangidae,Pseudocaranx,spp,1,313.6108
9AR1-3,Carangidae,Pseudocaranx,spp,2,340.7863
9AR1-3,Carangidae,Seriola,hippos,1,1096.338
9AR1-3,Mullidae,Upeneichthys,vlamingii,1,183.4452
9AR1-4,Labridae,Choerodon,rubescens,1,326.2564
9AR1-4,Labridae,Coris,auricularis,1,88.0203
9AR1-4,Labridae,Coris,auricularis,2,91.2202
9AR1-4,Labridae,Coris,auricularis,3,222.1197
9AR1-4,Labridae,Coris,auricularis,4,77.2028
9AR1-4,Labridae,Coris,auricularis,5,95.5085
9AR1-4,Labridae,Coris,auricularis,6,75.5698
9AR1-4,Labridae,Coris,auricularis,7,72.8963
9AR1-4,Labridae,Coris,auricularis,8,76.6105
9AR1-4,Labridae,Coris,auricularis,9,72.1144
9AR1-4,Labridae,Coris,auricularis,10,97.7956
9AR1-4,Labridae,Coris,auricularis,1,146.609
9AR1-4,Labridae,Coris,auricularis,1,172.8425
9AR1-4,Serranidae,Epinephelides,armatus,1,304.1055
9AR1-4,Serranidae,Epinephelides,armatus,1,370.5434
9AR1-4,Kyphosidae,Kyphosus,sydneyanus,1,625.3254
9AR1-4,Monacanthidae,Meuschenia,flavolineata,1,294.4003
9AR1-4,Monacanthidae,Meuschenia,galii,1,216.5509
9AR1-4,Monacanthidae,Meuschenia,hippocrepis,1,312.1511
9AR1-4,Monacanthidae,Meuschenia,hippocrepis,1,308.4711
9AR1-4,Myliobatidae,Myliobatis,australis,1,626.9488
9AR1-4,Labridae,Notolabrus,parilus,1,153.1259
9AR1-4,Odacidae,Odax,cyanomelas,1,262.2604
9AR1-4,Labridae,Ophthalmolepis,lineolatus,1,219.5253
9AR1-4,Labridae,Ophthalmolepis,lineolatus,1,178.3535
9AR1-4,Labridae,Ophthalmolepis,lineolatus,1,236.7809
9AR1-4,Labridae,Ophthalmolepis,lineolatus,1,287.4901
9AR1-4,Labridae,Ophthalmolepis,lineolatus,1,233.3368
9AR1-4,Pomacentridae,Parma,mccullochi,1,164.0476
9AR1-4,Pomacentridae,Parma,mccullochi,1,145.4861
9AR1-4,Pomacentridae,Parma,mccullochi,1,189.13
9AR1-4,Pomacentridae,Parma,mccullochi,2,144.783
9AR1-4,Labridae,Pictilabrus,laticlavius,1,205.2311
9AR1-4,Carangidae,Pseudocaranx,spp,1,258.2979
9AR1-4,Carangidae,Pseudocaranx,spp,1,287.684
9AR1-4,Carangidae,Pseudocaranx,spp,2,315.3168
9AR1-4,Carangidae,Pseudocaranx,spp,1,350.414
9AR1-4,Carangidae,Pseudocaranx,spp,1,308.1489
9AR1-4,Carangidae,Pseudocaranx,spp,1,257.2197
9AR1-4,Carangidae,Pseudocaranx,spp,1,280.9024
9AR1-4,Scaridae,Scarus,ghobban,1,333.4142
9AR1-4,Scorpididae,Scorpis,georgiana,1,317.7424
9AR1-4,Sillaginidae,Sillaginodes,punctata,1,480.8722
9AR2-1,Labridae,Coris,auricularis,1,254.0747
9AR2-1,Labridae,Coris,auricularis,2,281.3697
9AR2-1,Labridae,Coris,auricularis,3,178.9936
9AR2-1,Labridae,Coris,auricularis,4,213.5006
9AR2-1,Labridae,Coris,auricularis,1,271.6045
9AR2-1,Labridae,Coris,auricularis,1,289.8593
9AR2-1,Labridae,Coris,auricularis,1,290.6792
9AR2-1,Labridae,Notolabrus,parilus,1,297.3223
9AR2-1,Labridae,Ophthalmolepis,lineolatus,1,247.0456
9AR2-1,Carangidae,Pseudocaranx,spp,1,293.9715
9AR2-1,Carangidae,Pseudocaranx,spp,2,239.6811
9AR2-1,Carangidae,Pseudocaranx,spp,1,304.7532
9AR2-1,Carangidae,Pseudocaranx,spp,1,297.9416
9AR2-1,Carangidae,Pseudocaranx,spp,1,254.0465
9AR2-1,Carangidae,Pseudocaranx,spp,2,264.8647
9AR2-1,Carangidae,Pseudocaranx,spp,1,269.8253
9AR2-1,Carangidae,Pseudocaranx,spp,1,252.6197
9AR2-1,Carangidae,Pseudocaranx,spp,1,259.2597
9AR2-1,Carangidae,Pseudocaranx,spp,1,268.0868
9AR2-1,Carangidae,Pseudocaranx,spp,1,262.9109
9AR2-1,Carangidae,Pseudocaranx,spp,2,266.0574
9AR2-1,Carangidae,Pseudocaranx,spp,3,249.2314
9AR2-1,Carangidae,Pseudocaranx,spp,1,267.7054
9AR2-1,Carangidae,Pseudocaranx,spp,1,287.2861
9AR2-1,Carangidae,Pseudocaranx,spp,1,248.3502
9AR2-1,Carangidae,Pseudocaranx,spp,2,244.3711
9AR2-1,Carangidae,Pseudocaranx,spp,1,276.1601
9AR2-1,Carangidae,Pseudocaranx,spp,1,255.3421
9AR2-1,Carangidae,Pseudocaranx,spp,1,256.3345
9AR2-2,Labridae,Coris,auricularis,1,140.3584
9AR2-2,Labridae,Coris,auricularis,1,246.1703
9AR2-2,Serranidae,Epinephelides,armatus,1,244.7734
9AR2-2,Kyphosidae,Kyphosus,cornelii,1,282.638
9AR2-2,Kyphosidae,Kyphosus,sydneyanus,1,519.3889
9AR2-2,Labridae,Ophthalmolepis,lineolatus,1,250.5914
9AR2-2,Pomacentridae,Parma,mccullochi,1,120.6709
9AR2-2,Carangidae,Pseudocaranx,spp,1,320.1422
9AR2-2,Carangidae,Pseudocaranx,spp,1,269.4885
9AR2-2,Carangidae,Pseudocaranx,spp,1,270.7368
9AR2-2,Carangidae,Seriola,lalandi,1,568.0926
9AR2-3,Labridae,Coris,auricularis,1,158.8822
9AR2-3,Labridae,Coris,auricularis,1,187.0532
9AR2-3,Labridae,Coris,auricularis,1,222.1611
9AR2-3,Labridae,Coris,auricularis,1,156.7817
9AR2-3,Serranidae,Epinephelides,armatus,1,337.7088
9AR2-3,Kyphosidae,Kyphosus,sydneyanus,1,580.7078
9AR2-3,Monacanthidae,Meuschenia,hippocrepis,1,318.9978
9AR2-3,Labridae,Ophthalmolepis,lineolatus,1,260.8505
9AR2-3,Labridae,Ophthalmolepis,lineolatus,1,216.5942
9AR2-3,Serranidae,Othos,dentex,1,385.2708
9AR2-3,Carangidae,Pseudocaranx,spp,1,282.8711
9AR2-3,Carangidae,Pseudocaranx,spp,1,289.9088
9AR2-3,Carangidae,Pseudocaranx,spp,2,280.9685
9AR2-3,Carangidae,Pseudocaranx,spp,3,264.0943
9AR2-3,Carangidae,Pseudocaranx,spp,1,293.5183
9AR2-3,Carangidae,Pseudocaranx,spp,1,289.1966
9AR2-3,Carangidae,Pseudocaranx,spp,2,318.4904
9AR2-3,Carangidae,Pseudocaranx,spp,1,274.9615
9AR2-3,Carangidae,Pseudocaranx,spp,2,314.5232
9AR2-3,Carangidae,Pseudocaranx,spp,3,294.533
9AR2-3,Carangidae,Pseudocaranx,spp,4,284.3283
9AR2-3,Carangidae,Pseudocaranx,spp,5,308.035
9AR2-3,Carangidae,Pseudocaranx,spp,6,214.507
9AR2-3,Carangidae,Pseudocaranx,spp,7,298.9511
9AR2-3,Carangidae,Pseudocaranx,spp,8,292.5112
9AR2-3,Carangidae,Pseudocaranx,spp,9,296.0947
9AR2-3,Carangidae,Pseudocaranx,spp,10,335.5568
9AR2-3,Carangidae,Pseudocaranx,spp,11,257.3908
9AR2-3,Carangidae,Pseudocaranx,spp,12,196.1284
9AR2-3,Carangidae,Pseudocaranx,spp,13,287.2686
9AR2-3,Carangidae,Seriola,hippos,1,1074.1402
9AR2-4,Labridae,Coris,auricularis,1,264.3412
9AR2-4,Labridae,Notolabrus,parilus,1,354.6695
9AR2-4,Labridae,Ophthalmolepis,lineolatus,1,266.1479
9AR2-4,Carangidae,Pseudocaranx,spp,1,280.0781
9AR2-4,Carangidae,Pseudocaranx,spp,1,279.4966
9AR2-4,Carangidae,Pseudocaranx,spp,1,262.7014
9AR2-4,Carangidae,Pseudocaranx,spp,1,289.857
9AR2-4,Carangidae,Pseudocaranx,spp,2,251.3092
9AR2-4,Carangidae,Pseudocaranx,spp,3,279.4171
9AR2-4,Carangidae,Pseudocaranx,spp,1,285.0349
9AR2-4,Carangidae,Pseudocaranx,spp,2,298.9364
9AR2-4,Carangidae,Pseudocaranx,spp,3,279.8442
9AR2-4,Carangidae,Pseudocaranx,spp,1,222.5246
9AR2-4,Labridae,Pseudolabrus,biserialis,1,183.9431
9AR2-4,Carangidae,Seriola,hippos,1,1096.3241
9GC1-2,Labridae,Coris,auricularis,1,141.6575
9GC1-2,Labridae,Coris,auricularis,1,279.3657
9GC1-2,Labridae,Coris,auricularis,1,290.9669
9GC1-2,Labridae,Coris,auricularis,1,354.3027
9GC1-2,Labridae,Coris,auricularis,1,141.6575
9GC1-2,Labridae,Coris,auricularis,1,279.3657
9GC1-2,Labridae,Coris,auricularis,1,290.9669
9GC1-2,Labridae,Coris,auricularis,1,354.3027
9GC1-2,Labridae,Coris,auricularis,1,141.6575
9GC1-2,Labridae,Coris,auricularis,1,279.3657
9GC1-2,Labridae,Coris,auricularis,1,290.9669
9GC1-2,Labridae,Coris,auricularis,1,354.3027
9GC1-2,Kyphosidae,Girella,tephraeops,1,365.9161
9GC1-2,Kyphosidae,Girella,tephraeops,1,311.7736
9GC1-2,Kyphosidae,Girella,tephraeops,1,330.8608
9GC1-2,Kyphosidae,Girella,tephraeops,2,474.3985
9GC1-2,Kyphosidae,Girella,tephraeops,1,331.243
9GC1-2,Kyphosidae,Girella,tephraeops,1,365.9161
9GC1-2,Kyphosidae,Girella,tephraeops,1,311.7736
9GC1-2,Kyphosidae,Girella,tephraeops,1,330.8608
9GC1-2,Kyphosidae,Girella,tephraeops,2,474.3985
9GC1-2,Kyphosidae,Girella,tephraeops,1,331.243
9GC1-2,Kyphosidae,Girella,tephraeops,1,365.9161
9GC1-2,Kyphosidae,Girella,tephraeops,1,311.7736
9GC1-2,Kyphosidae,Girella,tephraeops,1,330.8608
9GC1-2,Kyphosidae,Girella,tephraeops,2,474.3985
9GC1-2,Kyphosidae,Girella,tephraeops,1,331.243
9GC1-2,Kyphosidae,Girella,zebra,1,363.2708
9GC1-2,Kyphosidae,Girella,zebra,1,363.2708
9GC1-2,Kyphosidae,Girella,zebra,1,363.2708
9GC1-2,Kyphosidae,Kyphosus,sydneyanus,1,627.0963
9GC1-2,Kyphosidae,Kyphosus,sydneyanus,1,627.0963
9GC1-2,Kyphosidae,Kyphosus,sydneyanus,1,627.0963
9GC1-2,Labridae,Notolabrus,parilus,1,288.2217
9GC1-2,Labridae,Notolabrus,parilus,2,348.3959
9GC1-2,Labridae,Notolabrus,parilus,1,288.2217
9GC1-2,Labridae,Notolabrus,parilus,2,348.3959
9GC1-2,Labridae,Notolabrus,parilus,1,288.2217
9GC1-2,Labridae,Notolabrus,parilus,2,348.3959
9GC1-2,Odacidae,Odax,cyanomelas,1,374.9119
9GC1-2,Odacidae,Odax,cyanomelas,1,374.9119
9GC1-2,Odacidae,Odax,cyanomelas,1,374.9119
9GC1-2,Labridae,Ophthalmolepis,lineolatus,1,194.0124
9GC1-2,Labridae,Ophthalmolepis,lineolatus,1,194.0124
9GC1-2,Labridae,Ophthalmolepis,lineolatus,1,194.0124
9GC1-2,Pomacentridae,Parma,mccullochi,1,217.01
9GC1-2,Pomacentridae,Parma,mccullochi,1,217.01
9GC1-2,Pomacentridae,Parma,mccullochi,1,217.01
9GC1-2,Carangidae,Pseudocaranx,spp,1,316.2054
9GC1-2,Carangidae,Pseudocaranx,spp,1,144.8353
9GC1-2,Carangidae,Pseudocaranx,spp,2,174.4126
9GC1-2,Carangidae,Pseudocaranx,spp,3,139.9124
9GC1-2,Carangidae,Pseudocaranx,spp,1,316.2054
9GC1-2,Carangidae,Pseudocaranx,spp,1,144.8353
9GC1-2,Carangidae,Pseudocaranx,spp,2,174.4126
9GC1-2,Carangidae,Pseudocaranx,spp,3,139.9124
9GC1-2,Carangidae,Pseudocaranx,spp,1,316.2054
9GC1-2,Carangidae,Pseudocaranx,spp,1,144.8353
9GC1-2,Carangidae,Pseudocaranx,spp,2,174.4126
9GC1-2,Carangidae,Pseudocaranx,spp,3,139.9124
9GC1-2,Scorpididae,Scorpis,georgiana,1,310.7976
9GC1-2,Scorpididae,Scorpis,georgiana,2,349.2743
9GC1-2,Scorpididae,Scorpis,georgiana,1,381.1398
9GC1-2,Scorpididae,Scorpis,georgiana,1,310.7976
9GC1-2,Scorpididae,Scorpis,georgiana,2,349.2743
9GC1-2,Scorpididae,Scorpis,georgiana,1,381.1398
9GC1-2,Scorpididae,Scorpis,georgiana,1,310.7976
9GC1-2,Scorpididae,Scorpis,georgiana,2,349.2743
9GC1-2,Scorpididae,Scorpis,georgiana,1,381.1398
9GC1-2,Carangidae,Seriola,hippos,1,1207.2766
9GC1-2,Carangidae,Seriola,hippos,1,1207.2766
9GC1-2,Carangidae,Seriola,hippos,1,1207.2766
9GC1-2,Carangidae,Seriola,lalandi,1,358.747
9GC1-2,Carangidae,Seriola,lalandi,1,386.264
9GC1-2,Carangidae,Seriola,lalandi,1,341.5795
9GC1-2,Carangidae,Seriola,lalandi,1,318.822
9GC1-2,Carangidae,Seriola,lalandi,1,358.747
9GC1-2,Carangidae,Seriola,lalandi,1,386.264
9GC1-2,Carangidae,Seriola,lalandi,1,341.5795
9GC1-2,Carangidae,Seriola,lalandi,1,318.822
9GC1-2,Carangidae,Seriola,lalandi,1,358.747
9GC1-2,Carangidae,Seriola,lalandi,1,386.264
9GC1-2,Carangidae,Seriola,lalandi,1,341.5795
9GC1-2,Carangidae,Seriola,lalandi,1,318.822
9GC1-2,Labridae,Thalassoma,lutescens,1,191.6333
9GC1-2,Labridae,Thalassoma,lutescens,1,191.6333
9GC1-2,Labridae,Thalassoma,lutescens,1,191.6333
9GC1-3,Labridae,Coris,auricularis,1,159.4702
9GC1-3,Labridae,Coris,auricularis,2,184.0468
9GC1-3,Labridae,Coris,auricularis,3,163.2675
9GC1-3,Labridae,Coris,auricularis,4,230.0072
9GC1-3,Labridae,Coris,auricularis,5,109.4203
9GC1-3,Labridae,Coris,auricularis,6,89.6036
9GC1-3,Labridae,Coris,auricularis,1,115.6053
9GC1-3,Labridae,Coris,auricularis,1,107.3055
9GC1-3,Labridae,Coris,auricularis,1,193.5355
9GC1-3,Labridae,Coris,auricularis,1,108.431
9GC1-3,Labridae,Coris,auricularis,1,83.3788
9GC1-3,Labridae,Coris,auricularis,1,166.221
9GC1-3,Labridae,Coris,auricularis,2,173.9601
9GC1-3,Labridae,Coris,auricularis,1,268.6983
9GC1-3,Labridae,Coris,auricularis,2,202.1473
9GC1-3,Labridae,Coris,auricularis,1,261.4243
9GC1-3,Labridae,Coris,auricularis,1,169.6512
9GC1-3,Labridae,Coris,auricularis,1,171.5971
9GC1-3,Labridae,Coris,auricularis,1,226.1426
9GC1-4,Labridae,Coris,auricularis,1,104.0293
9GC1-4,Serranidae,Epinephelides,armatus,1,279.2433
9GC1-4,Scorpididae,Neatypus,obliquus,1,135.4192
9GC1-4,Scorpididae,Neatypus,obliquus,2,91.1459
9GC1-4,Scorpididae,Neatypus,obliquus,1,164.3563
9GC1-4,Scorpididae,Neatypus,obliquus,2,138.2136
9GC1-4,Scorpididae,Neatypus,obliquus,3,112.3734
9GC1-4,Scorpididae,Neatypus,obliquus,4,147.9325
9GC1-4,Scorpididae,Neatypus,obliquus,5,138.4059
9GC1-4,Scorpididae,Neatypus,obliquus,6,128.3098
9GC1-4,Scorpididae,Neatypus,obliquus,1,134.9136
9GC1-4,Scorpididae,Neatypus,obliquus,2,77.6878
9GC1-4,Scorpididae,Neatypus,obliquus,3,110.7941
9GC1-4,Scorpididae,Neatypus,obliquus,4,155.6698
9GC1-4,Scorpididae,Neatypus,obliquus,5,195.7312
9GC1-4,Scorpididae,Neatypus,obliquus,6,136.1908
9GC1-4,Scorpididae,Neatypus,obliquus,7,137.2541
9GC1-4,Scorpididae,Neatypus,obliquus,8,174.9651
9GC1-4,Scorpididae,Neatypus,obliquus,9,192.5858
9GC1-4,Scorpididae,Neatypus,obliquus,10,165.7253
9GC1-4,Scorpididae,Neatypus,obliquus,11,131.3443
9GC1-4,Scorpididae,Neatypus,obliquus,12,69.5251
9GC1-4,Scorpididae,Neatypus,obliquus,1,111.2862
9GC1-4,Scorpididae,Neatypus,obliquus,2,123.6397
9GC1-4,Scorpididae,Neatypus,obliquus,1,135.9013
9GC1-4,Scorpididae,Neatypus,obliquus,2,131.8745
9GC1-4,Scorpididae,Neatypus,obliquus,3,159.8246
9GC1-4,Scorpididae,Neatypus,obliquus,1,184.5892
9GC1-4,Scorpididae,Neatypus,obliquus,1,132.2642
9GC1-4,Scorpididae,Neatypus,obliquus,2,146.3415
9GC1-4,Labridae,Notolabrus,parilus,1,322.0565
9GC1-4,Labridae,Ophthalmolepis,lineolatus,1,170.1835
9GC1-4,Labridae,Ophthalmolepis,lineolatus,1,225.7321
9GC1-4,Pomacentridae,Parma,mccullochi,1,185.1776
9GC1-4,Carangidae,Pseudocaranx,spp,1,225.1937
9GC1-4,Carangidae,Pseudocaranx,spp,1,250.6862
9GC1-4,Carangidae,Pseudocaranx,spp,1,196.3221
9GC1-4,Carangidae,Pseudocaranx,spp,1,231.1376
9GC1-4,Carangidae,Pseudocaranx,spp,2,192.3141
9GC1-4,Carangidae,Pseudocaranx,spp,1,195.2624
9GC1-4,Carangidae,Pseudocaranx,spp,1,343.1591
9GC1-4,Carangidae,Pseudocaranx,spp,1,220.6265
9GC1-4,Carangidae,Pseudocaranx,spp,2,209.8141
9GC1-4,Carangidae,Pseudocaranx,spp,1,193.9666
9GC1-4,Carangidae,Pseudocaranx,spp,2,240.2684
9GC1-4,Carangidae,Pseudocaranx,spp,3,210.3847
9GC1-4,Carangidae,Pseudocaranx,spp,4,195.0052
9GC1-4,Carangidae,Pseudocaranx,spp,1,200.0227
9GC1-4,Carangidae,Pseudocaranx,spp,2,196.5815
9GC1-4,Carangidae,Pseudocaranx,spp,3,269.4204
9GC1-4,Carangidae,Pseudocaranx,spp,1,204.8112
9GC1-4,Carangidae,Pseudocaranx,spp,2,198.5078
9GC1-4,Carangidae,Pseudocaranx,spp,1,198.0717
9GC1-4,Carangidae,Pseudocaranx,spp,1,300.7336
9GC1-4,Carangidae,Pseudocaranx,spp,1,246.7279
9GC1-4,Labridae,Pseudolabrus,biserialis,1,141.5025
9GC1-4,Scorpididae,Scorpis,georgiana,1,275.4872
9GC1-4,Scorpididae,Scorpis,georgiana,1,393.036
9GC1-4,Carangidae,Seriola,lalandi,1,375.2536
9GC1-4,Carangidae,Seriola,lalandi,1,378.906
9GC1-4,Carangidae,Seriola,lalandi,2,343.5325
9GC1-4,Carangidae,Seriola,lalandi,1,310.0385
9GC1-4,Carangidae,Seriola,lalandi,2,310.3086
9GC1-4,Carangidae,Seriola,lalandi,3,326.067
9GC2-1,Pomacentridae,Chromis,westaustralis,1,96.343
9GC2-1,Pomacentridae,Chromis,westaustralis,2,91.8918
9GC2-1,Pomacentridae,Chromis,westaustralis,3,114.708
9GC2-1,Pomacentridae,Chromis,westaustralis,1,109.6786
9GC2-1,Pomacentridae,Chromis,westaustralis,1,117.8538
9GC2-1,Labridae,Coris,auricularis,1,201.1343
9GC2-1,Labridae,Coris,auricularis,2,179.732
9GC2-1,Labridae,Coris,auricularis,3,220.4275
9GC2-1,Labridae,Coris,auricularis,4,230.2927
9GC2-1,Labridae,Coris,auricularis,5,166.5074
9GC2-1,Labridae,Coris,auricularis,6,111.8801
9GC2-1,Labridae,Coris,auricularis,7,85.9466
9GC2-1,Labridae,Coris,auricularis,8,212.505
9GC2-1,Labridae,Coris,auricularis,9,173.4539
9GC2-1,Labridae,Coris,auricularis,10,100.5575
9GC2-1,Labridae,Coris,auricularis,11,83.7934
9GC2-1,Labridae,Coris,auricularis,12,94.0708
9GC2-1,Labridae,Coris,auricularis,13,87.1704
9GC2-1,Labridae,Coris,auricularis,1,175.911
9GC2-1,Labridae,Coris,auricularis,2,192.736
9GC2-1,Serranidae,Epinephelides,armatus,1,198.0794
9GC2-1,Labridae,Notolabrus,parilus,1,333.147
9GC2-1,Labridae,Notolabrus,parilus,1,213.1669
9GC2-1,Labridae,Ophthalmolepis,lineolatus,1,230.4784
9GC2-1,Pomacentridae,Parma,mccullochi,1,189.9417
9GC2-1,Carangidae,Pseudocaranx,spp,1,393.8086
9GC2-1,Carangidae,Pseudocaranx,spp,1,348.9546
9GC2-1,Carangidae,Pseudocaranx,spp,2,325.8218
9GC2-1,Carangidae,Pseudocaranx,spp,3,143.4307
9GC2-1,Carangidae,Pseudocaranx,spp,1,134.569
9GC2-1,Carangidae,Pseudocaranx,spp,1,371.3482
9GC2-1,Carangidae,Pseudocaranx,spp,1,180.7787
9GC2-1,Labridae,Pseudolabrus,biserialis,1,143.8177
9GC2-1,Labridae,Pseudolabrus,biserialis,2,164.2249
9GC2-1,Labridae,Pseudolabrus,biserialis,1,146.0719
9GC2-1,Scorpididae,Scorpis,georgiana,1,327.6057
9GC2-1,Carangidae,Seriola,lalandi,1,505.8655
9GC2-2,Serranidae,Acanthistius,serratus,1,214.7736
9GC2-2,Labridae,Bodianus,frenchii,1,335.1824
9GC2-2,Labridae,Coris,auricularis,1,148.6093
9GC2-2,Labridae,Coris,auricularis,1,136.8162
9GC2-2,Labridae,Coris,auricularis,2,90.9521
9GC2-2,Labridae,Coris,auricularis,3,199.9283
9GC2-2,Labridae,Coris,auricularis,4,196.6059
9GC2-2,Serranidae,Epinephelides,armatus,1,161.5173
9GC2-2,Serranidae,Epinephelides,armatus,1,304.0562
9GC2-2,Kyphosidae,Kyphosus,cornelii,1,220.4944
9GC2-2,Kyphosidae,Kyphosus,sydneyanus,1,582.4286
9GC2-2,Kyphosidae,Kyphosus,sydneyanus,2,663.3172
